x0r-20110505-jqj/wav/ru_0046,одни и те же семена оседают на марс sil и на землю sil на все мириады sil остывающих звёзд sil,sil A D N0 Il T0 E0 ZH Y S0 I M0 I N Al S0 I D A0 J0 U T N A M A0 R S sil I N A Z0 E0 M L0 U sil N A F S0 E0 M0 I R0 I A0 D Y sil A S T Y V A0 J0 U SH0 I GH Z V0 O0 S T sil
x0r-20110505-jqj/wav/ru_0049,обоз sil отобьём sil и к вечеру мы sil вёрст уж за восемьдесят sil,sil A B O0 S sil A T A B0 J0 O0 M sil I K V0 E0 TSH0 I R U M Y0 sil V0 O0 R S T U0 ZH Z A V O0 S0 I M0 D0 I S0 I T sil
x0r-20110505-jqj/wav/ru_0050,надоело sil мало толку sil да уж и мужикам махновщина эта стала надоедать sil,sil N A D A J0 E0 L A sil M A0 L A T A L K U0 sil D A0 U0 SH Y M U ZH Y K A0 Ml A KH N O0 F SH0 I N A E0 T A S T A0 L A N A D A J0 I D A0 T0 sil
x0r-20110505-jqj/wav/ru_0051,в деревню ехать sil отец с матерью померли sil братья убиты sil земля заброшена sil,sil V D0 I R0 E0 V N0 U J0 E0 KH A T0 sil A T0 E0 TS S M A0 T0 I R0 J0 U P O0 M0 I R L0 I sil B R A0 T0 J0 A U B0 I0 T Y sil Z0 I M L0 A0 Z A B R O0 SH Y N A sil
yalexand-20110511-rkv/wav/ru_0042,ведь sil ад sil и есть моё безнадёжное одиночество sil распростёртое в вечной тьме sil,sil V0 E0 T0 sil A0 T sil I J0 E0 S0 T0 M A J0 O0 B0 I Z N A D0 O0 ZH N A J0 I A D0 I N O0 TSH0 I S T V A sil R A S P R A S0 T0 O0 R T A J0 I V0l E0 TSH0 N A J0 T0 M0 E0 sil
yalexand-20110511-rkv/wav/ru_0043,лось вкратце рассказал ему об условиях перелёта sil предупредил о возможном риске sil,sil L O0 S0 F K R A0 TS Y R A Sl K A Z A0 L J0 I M U0 A B U S L O0 V0 I J0 I KH P0 I R0 I L0 O0 T A sil P R0 I D U P R0 I D0 I0 L A V A Z M O0 ZH N A M R0 I0 S K0 I sil
yalexand-20110511-rkv/wav/ru_0044,предложил обеспечить семью sil и выдать жалованье вперёд деньгами sil и продуктами sil,sil P R0 I D L A ZH Y0 L A B0 I S P0 E0 TSH0 I T0 S0 I M0 J0 U0 sil I V Y0 D A D0 ZH A0 L A V A N0 J0 I F P0 I R0 O0 D0l E0 N0 G A M0 I sil I P R A D U0 K T A M0 I sil
yalexand-20110511-rkv/wav/ru_0045,сначала думали что это следы бурь в магнитных полях земли sil,sil S N A TSH0 A0 L A D U0 M A L0 I SH T O0 E0 T A S L0 I D Y0 B U0 R0 V M A G N0 I0 T N Y KH P A L0 A0 GH Z0 I M L0 I0 sil
yalexand-20110511-rkv/wav/ru_0046,одни и те же семена оседают на марс sil и на землю sil на все мириады sil остывающих звёзд sil,sil A D N0 Il T0 E0 ZH Y S0 I M0 I N Al S0 I D A0 J0 U T N A M A0 R S sil I N A Z0 E0 M L0 U sil N A F S0 E0 M0 I R0 I A0 D Y sil A S T Y V A0 J0 U SH0 I GH Z V0 O0 S T sil
yalexand-20110511-rkv/wav/ru_0049,обоз sil отобьём sil и к вечеру мы sil вёрст уж за восемьдесят sil,sil A B O0 S sil A T A B0 J0 O0 M sil I K V0 E0 TSH0 I R U M Y0 sil V0 O0 R S T U0 ZH Z A V O0 S0 I M0 D0 I S0 I T sil
yalexand-20110511-rkv/wav/ru_0050,надоело sil мало толку sil да уж и мужикам махновщина эта стала надоедать sil,sil N A D A J0 E0 L A sil M A0 L A T A L K U0 sil D A0 U0 SH Y M U ZH Y K A0 Ml A KH N O0 F SH0 I N A E0 T A S T A0 L A N A D A J0 I D A0 T0 sil
yalexand-20110511-rkv/wav/ru_0051,в деревню ехать sil отец с матерью померли sil братья убиты sil земля заброшена sil,sil V D0 I R0 E0 V N0 U J0 E0 KH A T0 sil A T0 E0 TS S M A0 T0 I R0 J0 U P O0 M0 I R L0 I sil B R A0 T0 J0 A U B0 I0 T Y sil Z0 I M L0 A0 Z A B R O0 SH Y N A sil
yalexand-20110511-rkv/wav/ru_0052,я вам на марсе пригожусь sil ну sil очень рад sil сказал лось sil подавая ему руку sil до завтра sil,sil J0 A0 V A0 M N A M A0 R S0 I P R0 I G A ZH U0 S0 sil N U0 sil O0 TSH0 I N0 R A0 T sil S K A Z A0 Ll O0 S0 sil P A D A V A0 J0 A J0 I M U0 R U0 K U sil D A Z A0 F T R A sil
yalexand-20110511-rkv/wav/ru_0053,лось показал гусеву механизм движения и важнейшие приборы sil гусев sil оказался ловким sil и сметливым человеком sil,sil L O0 S0 P A K A Z A0 L G U0 S0 I V U M0 I KH A N0 I0 Z M D V0 I ZH E0 N0 I J0 A I V A ZH N0 E0 J0 SH Y J0 I P R0 I B O0 R Y sil G U0 S0 I F sil A K A Z A0 L S0 A L O0 F K0 I M sil I S M0 I T L0 I0 V Y M TSH0 I L A V0 E0 K A M sil
zamir-20100429-xmi/wav/ru_0016,сквозь балки лесов sil поблёскивала металлическая sil с частой клёпкой sil поверхность сферического тела sil,sil S K V O0 Z0 B A0 L K0 I L0 I S O0 F sil P A B L0 O0 S K0 I V A L A M0 I T A L0l I0 TSH0 I S K A J0 A sil SH0 A0 S T A J0 K L0 O0 P K A J0 sil P A V0 E0 R KH N A S0 T0 S F0 I R0 I0 TSH0 I S K A V A T0 E0 L A sil
zamir-20100429-xmi/wav/ru_0017,сквозь раскрытые половинки ворот были видны багровые полосы заката и клубы туч sil поднявшихся с моря sil,sil S K V O0 S0 R A S K R Y0 T Y J0 I P A L A V0 I0 N K0 I V A R O0 D B Y0 L0 I V0 I0 D N Y B A G R O0 V Y J0 I P O0 L A S Y Z A K A0 T A I K L U0 B Y T U0 TSH0 sil P A D N0 A0 F SH Y KH S0 A S M O0 R0 A sil
zamir-20100429-xmi/wav/ru_0018,учился на медные деньги sil с двенадцати лет сам их зарабатываю sil,sil U TSH0 I0 L S0 A N A M0 E0 D N Y J0 I D0 E0 N0 G0 I sil Z D V0 I N A0 TS A T0 I L0 E0 T S A0 M Y0 GH Z A R A B A0 T Y V A J0 U sil
zamir-20100429-xmi/wav/ru_0022,над этой машиной sil он ткнул трубкой в сторону лесов sil работаю давно sil,sil N A D E0 T A J0 M A SH Y0 N A J0 sil O0 N T K N U0 L T R U0 P K A J0 F S T O0 R A N U L0 I S O0 F sil R A B O0 T A J0 U D A V N O0 sil
zamir-20100429-xmi/wav/ru_0024,в междузвёздном пространстве носятся осколки планет sil нерождённых sil или погибших миров sil,sil V M0 I ZH D U Z V0 O0 Z N A M P R A S T R A0 N S T V0 I N O0 S0 I TS Al S K O0 L K0 I P L A N0 E0 T sil N0 I R A ZH D0 O0 Nl Y KH sil I L0 I P A G0 I0 P SH Y KH M0 I R O0 F sil
zamir-20100429-xmi/wav/ru_0025,между зубами у них была трава sil они паслись там sil где теперь льды sil,sil M0 E0 ZH D U Z U B A0 M0 I U N0 I0 GH B Y L A0 T R A V A0 sil A N0 I0 P A S L0 I0 S0 T A0 M sil G D0 E0 T0 I P0 E0 R0 L0 D Y0 sil
zamir-20100429-xmi/wav/ru_0027,мы втянули его и он упал sil разбил земную кору sil отклонил полюсы sil,sil M Y0 F T0 I N U0 L0 I J0 I V O0 I O0 N U P A0 L sil R A Z B0 I0 L Z0 I M N U0 J0 U K A R U0 sil A T K L A N0 I0 L P O0 L0 U S Y sil
zamir-20100429-xmi/wav/ru_0030,быть может sil от этого именно удара sil погиб материк sil лежавший на запад sil от африки sil в атлантическом океане sil,sil B Y0 T0 M O0 ZH Y T sil A T E0 T A V A I M0 I Nl O0 U D A0 R A sil P A G0 I0 P M A T0 I R0 I0 K sil L0 I ZH A0 F SH Y J0 N A Z A0 P A T sil A T A0 F R0 I K0 I sil V A T L A N0 T0 I0 TSH0 I S K A M A K0 I A0 N0 I sil
zamir-20100429-xmi/wav/ru_0031,поэтому sil я кладу на весь перелёт в безвоздушном пространстве sil шесть семь часов sil,sil P A E0 T A M U sil J0 A0 K L A D U0 N A V0 E0 S0 P0 I R0 I L0 O0 T V B0 I Z V A Z D U0 SH N A M P R A S T R A0 N S T V0 I sil SH E0 S0 T0 S0 E0 M0 TSH0 I S O0 F sil
zamir-20100429-xmi/wav/ru_0032,через несколько лет путешествие на марс будет не более сложно sil чем перелёт sil из москвы в берлин sil,sil TSH0 I R0 I Z0 N0 E0 S K A L0 K A L0 E0 T P U T0 I SH E0 S T V0 I J0 I N A M A0 R Z B U0 D0 I T N0 I B O0 L0 I J0 I S L O0 ZH N A sil TSH0 E0 M P0 I R0 I L0 O0 T sil I Z M A S K V Y0 V B0 I R L0 I0 N sil
zelenui_klop-20110507-dag/wav/ru_0066,до сумерек переливался говор sil шли разные разговоры в толпе sil ожидающей необыкновенного события sil,sil D A S U0 M0 I R0 I K P0 I R0 I L0 I V A0 L S0 A G O0 V A R sil SH L0 I0 R A0 Z N Y J0 I R A Z G A V O0 R Y F T A L P0 E0 sil A ZH Y D A0 J0 U SH0 I J0 N0 I A B Y K N A V0 E0 Nl A V A S A B Y0 T0 I J0 A sil
zelenui_klop-20110507-dag/wav/ru_0067,его ярко освещённая внутренность из стёганой ромбами жёлтой кожи sil была видна сквозь круглое отверстие люка sil,sil J0 I V O0 J0 A0 R K Al S V0 I SH0 O0 Nl A J0 A V N U0 T R0 I Nl A S0 T0 I S0l T0 O0 G A N A J0 R O0 M B A M0 I ZH O0 L T A J0 K O0 ZH Y sil B Y L A0 V0 I0 D N A S K V O0 S0 K R U0 G L A J0 I A T V0 E0 R S0 T0 I J0 I L0 U0 K A sil
zelenui_klop-20110507-dag/wav/ru_0068,недолго ждать sil когда пошатнётся даже разум sil единственные цепи на этом чудовище sil,sil N0 I D O0 L G A ZH D A0 T0 sil K A G D A0 P A SH A T N0 O0 TS A D A0 ZH Y R A0 Z U M sil J0 I D0 I0 N S T V0 I Nl Y J0 I TS E0 P0 I N A E0 T A M TSH0 U D O0 V0 I SH0 I sil
zelenui_klop-20110507-dag/wav/ru_0069,в молчании теперь тысячи людей глядели на квадратные sil освещённые окна сарая sil,sil V M A L TSH0 A0 N0 Il T0 I P0 E0 R0 T Y0 S0 I TSH0 I L0 U D0 E0 J0 G L0 I D0 E0 L0 I N A K V A D R A0 T N Y J0 I sil A S V0 I SH0 O0 Nl Y J0 I O0 K N A S A R A0 J0 A sil
zelenui_klop-20110507-dag/wav/ru_0070,электричество было потушено sil и бледный свет проникал сквозь стёкла глазков sil,sil Y L0 I K T R0 I0 TSH0 I S T V A B Y0 L A P A T U0 SH Y N A sil I B L0 E0 D N Y J0 S V0 E0 T P R A N0 I K A0 L S K V O0 S0l T0 O0 K L A G L A S K O0 F sil
zelenui_klop-20110507-dag/wav/ru_0071,лось чувствовал sil сердце бьётся чаще sil чаще sil уже не бьётся sil трепещет мучительно sil,sil L O0 S0 TSH0 U0 F S T V A V A L sil S0 E0 R TS Y B0 J0 O0 TS A TSH0 A0 SH0 I sil TSH0 A0 SH0 I sil U0 ZH Y N0 I B0 J0 O0 TS A sil T R0 I P0 E0 SH0 I T M U TSH0 I0 T0 I L0 N A sil
zelenui_klop-20110507-dag/wav/ru_0073,в один sil из глазков sil входил прямой sil ослепительный луч солнца sil,sil V A D0 I0 N sil I Z G L A S K O0 F sil F KH A D0 I0 L P R0 I M O0 J0 sil A S L0 I P0 I0 T0 I L0 N Y J0 L U0 TSH0 S O0 N TS A sil
zelenui_klop-20110507-dag/wav/ru_0074,лось с трудом оторвался от этого зрелища sil живоносного огня вселенной sil,sil L O0 Sl T R U D O0 M A T A R V A0 L S0 Al T E0 T A V A Z R0 E0 L0 I SH0 A sil ZH Y V A N O0 S N A V Al G N0 A0 F S0 I L0 E0 Nl A J0 sil
zelenui_klop-20110507-dag/wav/ru_0075,теперь уже ясно можно было видеть резкие длинные тени от скал sil они тянулись через оголённую ледяную равнину sil,sil T0 I P0 E0 R0 U0 ZH Y J0 A0 S N A M O0 ZH N A B Y0 L A V0 I0 D0 I T0 R0 E0 S K0 I J0 I D L0 I0 Nl Y J0 I T0 E0 N0 I A TS K A0 L sil A N0 I0 T0 I N U0 L0 I S0 TSH0 I R0 I Z A G A L0 O0 Nl U J0 U L0 I D0 I N U0 J0 U R A V N0 I0 N U sil
zelenui_klop-20110507-dag/wav/ru_0076,несколько линий sil точек и полукружий разбросано к западу и востоку от этой sil экваториальной группы sil,sil N0 E0 S K A L0 K A L0 I0 N0 I J0 sil T O0 TSH0 I K Y P A L U K R U0 ZH Y J0 R A Z B R O0 S A N A G Z A0 P A D U I V A S T O0 K U A T E0 T A J0 sil Y K V A T A R0 I A0 L0 N A J0 G R U0 Pl Y sil
zend-20110502-qab/wav/ru_0045,сначала думали что это следы бурь в магнитных полях земли sil,sil S N A TSH0 A0 L A D U0 M A L0 I SH T O0 E0 T A S L0 I D Y0 B U0 R0 V M A G N0 I0 T N Y KH P A L0 A0 GH Z0 I M L0 I0 sil
zend-20110502-qab/wav/ru_0046,одни и те же семена оседают на марс sil и на землю sil на все мириады sil остывающих звёзд sil,sil A D N0 Il T0 E0 ZH Y S0 I M0 I N Al S0 I D A0 J0 U T N A M A0 R S sil I N A Z0 E0 M L0 U sil N A F S0 E0 M0 I R0 I A0 D Y sil A S T Y V A0 J0 U SH0 I GH Z V0 O0 S T sil
zend-20110502-qab/wav/ru_0049,обоз sil отобьём sil и к вечеру мы sil вёрст уж за восемьдесят sil,sil A B O0 S sil A T A B0 J0 O0 M sil I K V0 E0 TSH0 I R U M Y0 sil V0 O0 R S T U0 ZH Z A V O0 S0 I M0 D0 I S0 I T sil
zend-20110502-qab/wav/ru_0050,надоело sil мало толку sil да уж и мужикам махновщина эта стала надоедать sil,sil N A D A J0 E0 L A sil M A0 L A T A L K U0 sil D A0 U0 SH Y M U ZH Y K A0 Ml A KH N O0 F SH0 I N A E0 T A S T A0 L A N A D A J0 I D A0 T0 sil
zend-20110502-qab/wav/ru_0051,в деревню ехать sil отец с матерью померли sil братья убиты sil земля заброшена sil,sil V D0 I R0 E0 V N0 U J0 E0 KH A T0 sil A T0 E0 TS S M A0 T0 I R0 J0 U P O0 M0 I R L0 I sil B R A0 T0 J0 A U B0 I0 T Y sil Z0 I M L0 A0 Z A B R O0 SH Y N A sil
zend-20110502-qab/wav/ru_0052,я вам на марсе пригожусь sil ну sil очень рад sil сказал лось sil подавая ему руку sil до завтра sil,sil J0 A0 V A0 M N A M A0 R S0 I P R0 I G A ZH U0 S0 sil N U0 sil O0 TSH0 I N0 R A0 T sil S K A Z A0 Ll O0 S0 sil P A D A V A0 J0 A J0 I M U0 R U0 K U sil D A Z A0 F T R A sil
zend-20110502-qab/wav/ru_0053,лось показал гусеву механизм движения и важнейшие приборы sil гусев sil оказался ловким sil и сметливым человеком sil,sil L O0 S0 P A K A Z A0 L G U0 S0 I V U M0 I KH A N0 I0 Z M D V0 I ZH E0 N0 I J0 A I V A ZH N0 E0 J0 SH Y J0 I P R0 I B O0 R Y sil G U0 S0 I F sil A K A Z A0 L S0 A L O0 F K0 I M sil I S M0 I T L0 I0 V Y M TSH0 I L A V0 E0 K A M sil
zend-20110502-qab/wav/ru_0054,он целует её в щёки в лоб sil в закрытые веки sil,sil O0 N TS Y L U0 J0 I T J0 I J0 O0 F SH0 O0 K0 I V L O0 P sil V Z A K R Y0 T Y J0 I V0 E0 K0 I sil
zend-20110502-qab/wav/ru_0055,потом взошёл на лесенку телескопа sil нашёл искателем марс sil поднявшийся уже над петербургом sil и долго глядел на небольшой sil ясный sil тёплый шарик sil,sil P O0 T A M V Z A SH O0 L N A L0 E0 S0 I N K U T0 I L0 I S K O0 P A sil N A SH O0 L Y S K A0 T0 I L0 I Ml A0 R S sil P A D N0 A0 F SH Y J0 S0 A U0 ZH Y N A T P0 I T0 I R B U0 R G A M sil I D O0 L G A G L0 I D0 E0 L N A N0 I B A L0 SH O0 J0 sil J0 A0 S N Y J0 sil T0 O0 P L Y J0 SH A0 R0 I K sil
zend-20110502-qab/wav/ru_0056,ах боже мой sil какие могли быть дела важнее катюшиной любви sil,sil A0 GH B O0 ZH Y M O0 J0 sil K A K0 I0 J0 I M A G L0 I0 B Y0 D0l I L A0 V A ZH N0 E0 J0 I K A T0 U0 SH Y N A J0 L0 U B V0 I0 sil
zend-20110502-txq/wav/ru_0002,она завела прядь волнистых волос за ухо sil подняла с тротуара корзинку с зеленью sil и пошла через улицу sil,sil A N A0 Z A V0 I L A0 P R0 A0 T0 V A L N0 I0 S T Y KH V A L O0 Zl A U0 KH A sil P A D N0 I L A0 S T R A T U A0 R A K A R Z0 I0 N K U Z0l E0 L0 I N0 J0 U sil I P A SH L A0 TSH0 I R0 I Z U0 L0 I TS U sil
zend-20110502-txq/wav/ru_0003,со спокойным мужеством скайлс ожидал всего в этом безумном городе sil,sil S A S P A K O0 J0 N Y Ml U0 ZH Y S T V A M S K A0 J0 L S A ZH Y D A0 L F S0 I V O0 V E0 T A M B0 I Z U0 M N A M G O0 R A D0 I sil
zend-20110502-txq/wav/ru_0004,окна многоэтажных домов sil иные разбитые sil иные заколоченные досками sil казались нежилыми sil ни одна голова не выглядывала на улицу sil,sil O0 K N A M N A G A Y T A0 ZH N Y GH D A M O0 F sil I N Y0 J0 I R A Z B0 I0 T Y J0 I sil I N Y0 J0 I Z A K A L O0 TSH0 I Nl Y J0 I D O0 S K A M0 I sil K A Z A0 L0 I S0 N0 I ZH Y L Y0 M0 I sil N0 I A D N A0 G A L A V A0 N0 I V Y G L0 A0 D Y V A L A N A U0 L0 I TS U sil
zend-20110502-txq/wav/ru_0005,в это время sil перед объявлением sil остановился рослый sil широкоплечий человек sil без шапки sil по одежде солдат sil в рубахе без пояса sil в обмотках sil,sil V E0 T A V R0 E0 M0 A sil P0 E0 R0 I T A B J0 I V L0 E0 N0 I J0 I M sil A S T A N A V0 I0 L S0 A R O0 S L Y J0 sil SH Y R A K A P L0 E0 TSH0 I J0 TSH0 I L A V0 E0 K sil B0 I S SH A0 P K0 I sil P Al D0 E0 ZH D0 I S A L D A0 T sil V R U B A0 KH0 I B0 I S P O0 J0 I S A sil V A B M O0 T K A KH sil
zend-20110502-txq/wav/ru_0006,глаза ленивые sil серо-карие sil и так же как у той женщины sil с искоркой sil,sil G L A Z A0 L0 I N0 I0 V Y J0 I sil S0 E0 R A K A0 R0 I J0 I sil I T A0 G ZH Y K A0 K U T O0 J0 ZH E0 N0 SH0 I N Y sil S Y0 S K A R K A J0 sil
zend-20110502-txq/wav/ru_0008,скайльс sil тоже теперь прищурясь sil оглянул солдата sil вспыхнул гневно sil и пошёл по направлению к неве sil шагал уверенно sil и широко sil,sil S K A0 J0 L0 S sil T O0 ZH Y T0 I P0 E0 R0 P R0 I SH0 U0 R0 I S0 sil A G L0 I N U0 L S A L D A0 T A sil F S P Y0 KH N U L G N0 E0 V N A sil I P A SH O0 L P A N A P R A V L0 E0 N0 I J0 U K N0 I V0 E0 sil SH A G A0 L U V0 E0 R0 I Nl A sil I SH Y0 R A K A sil
zend-20110502-txq/wav/ru_0009,на куче песку sil один во всём сквере sil видимо уже давно sil сидел маленький мальчик sil в грязной рубашке sil горошком sil и без штанов sil,sil N A K U0 TSH0 I P0 I S K U0 sil A D0 I0 N V A F S0 O0 M S K V0 E0 R0 I sil V0 I0 D0 I M A U0 ZH Y D A V N O0 sil S0 I D0 E0 L M A0 L0 I N0 K0 I J0 M A0 L0 TSH0 I K sil V G R0 A0 Z N A J0 R U B A0 SH K0 I sil G A R O0 SH K A M sil I B0 I S SH T A N O0 F sil
zend-20110502-txq/wav/ru_0010,в руке он держал конец верёвочки sil к другому концу верёвочки sil была привязана за ногу старая sil взлохмаченная ворона sil,sil V R U K0 E0 O0 N D0 I R ZH A0 L K A N0 E0 TS V0 I R0 O0 V A TSH0 K0 I sil G D R U G O0 M U K A N TS U0 V0 I R0 O0 V A TSH0 K0 I sil B Y L A0 P R0 I V0 A0 Z A N A Z A0 N A G U S T A0 R A J0 A sil V Z L A KH M A0 TSH0 I Nl A J0 A V A R O0 N A sil
zend-20110502-txq/wav/ru_0011,мальчик sil ворона sil пустые дома sil пустынные улицы sil странные взгляды прохожих sil и приколоченное гвоздиками объявление sil кто-то зовёт лететь из этого города sil в звёздную пустыню sil,sil M A0 L0 TSH0 I K sil V A R O0 N A sil P U S T Y0 J0 I D A M A0 sil P U S T Y0 Nl Y J0 I U0 L0 I TS Y sil S T R A0 Nl Y J0 I V Z G L0 A0 D Y P R A KH O0 ZH Y KH sil I P R0 I K A L O0 TSH0 I Nl A J0 I G V O0 Z0 D0 I K A M0 I A B J0 I V L0 E0 N0 I J0 I sil K T O0 T A Z A V0 O0 T L0 I T0 E0 T0 I Z E0 T A V A G O0 R A D A sil V Z V0 O0 Z N U J0 U P U S T Y0 N0 U sil
zend-20110502-txq/wav/ru_0012,развернул план петербурга sil и водя по нему концом трубки sil отыскал ждановскую набережную sil,sil R A Z V0 I R N U0 L P L A0 N P0 I T0 I R B U0 R G A sil I V A D0 A0 P A N0 I M U0 K A N TS O0 M T R U0 P K0 I sil A T Y S K A0 L ZH D A0 N A F S K U J0 U N A0 B0 I R0 I ZH N U J0 U sil
zend-20110502-vew/wav/ru_0046,одни и те же семена оседают на марс sil и на землю sil на все мириады sil остывающих звёзд sil,sil A D N0 Il T0 E0 ZH Y S0 I M0 I N Al S0 I D A0 J0 U T N A M A0 R S sil I N A Z0 E0 M L0 U sil N A F S0 E0 M0 I R0 I A0 D Y sil A S T Y V A0 J0 U SH0 I GH Z V0 O0 S T sil
zend-20110502-vew/wav/ru_0049,обоз sil отобьём sil и к вечеру мы sil вёрст уж за восемьдесят sil,sil A B O0 S sil A T A B0 J0 O0 M sil I K V0 E0 TSH0 I R U M Y0 sil V0 O0 R S T U0 ZH Z A V O0 S0 I M0 D0 I S0 I T sil
zend-20110502-vew/wav/ru_0050,надоело sil мало толку sil да уж и мужикам махновщина эта стала надоедать sil,sil N A D A J0 E0 L A sil M A0 L A T A L K U0 sil D A0 U0 SH Y M U ZH Y K A0 Ml A KH N O0 F SH0 I N A E0 T A S T A0 L A N A D A J0 I D A0 T0 sil
zend-20110502-vew/wav/ru_0051,в деревню ехать sil отец с матерью померли sil братья убиты sil земля заброшена sil,sil V D0 I R0 E0 V N0 U J0 E0 KH A T0 sil A T0 E0 TS S M A0 T0 I R0 J0 U P O0 M0 I R L0 I sil B R A0 T0 J0 A U B0 I0 T Y sil Z0 I M L0 A0 Z A B R O0 SH Y N A sil
zend-20110502-vew/wav/ru_0052,я вам на марсе пригожусь sil ну sil очень рад sil сказал лось sil подавая ему руку sil до завтра sil,sil J0 A0 V A0 M N A M A0 R S0 I P R0 I G A ZH U0 S0 sil N U0 sil O0 TSH0 I N0 R A0 T sil S K A Z A0 Ll O0 S0 sil P A D A V A0 J0 A J0 I M U0 R U0 K U sil D A Z A0 F T R A sil
zend-20110502-vew/wav/ru_0053,лось показал гусеву механизм движения и важнейшие приборы sil гусев sil оказался ловким sil и сметливым человеком sil,sil L O0 S0 P A K A Z A0 L G U0 S0 I V U M0 I KH A N0 I0 Z M D V0 I ZH E0 N0 I J0 A I V A ZH N0 E0 J0 SH Y J0 I P R0 I B O0 R Y sil G U0 S0 I F sil A K A Z A0 L S0 A L O0 F K0 I M sil I S M0 I T L0 I0 V Y M TSH0 I L A V0 E0 K A M sil
zend-20110502-vew/wav/ru_0054,он целует её в щёки в лоб sil в закрытые веки sil,sil O0 N TS Y L U0 J0 I T J0 I J0 O0 F SH0 O0 K0 I V L O0 P sil V Z A K R Y0 T Y J0 I V0 E0 K0 I sil
zend-20110502-vew/wav/ru_0055,потом взошёл на лесенку телескопа sil нашёл искателем марс sil поднявшийся уже над петербургом sil и долго глядел на небольшой sil ясный sil тёплый шарик sil,sil P O0 T A M V Z A SH O0 L N A L0 E0 S0 I N K U T0 I L0 I S K O0 P A sil N A SH O0 L Y S K A0 T0 I L0 I Ml A0 R S sil P A D N0 A0 F SH Y J0 S0 A U0 ZH Y N A T P0 I T0 I R B U0 R G A M sil I D O0 L G A G L0 I D0 E0 L N A N0 I B A L0 SH O0 J0 sil J0 A0 S N Y J0 sil T0 O0 P L Y J0 SH A0 R0 I K sil
zend-20110502-vew/wav/ru_0056,ах боже мой sil какие могли быть дела важнее катюшиной любви sil,sil A0 GH B O0 ZH Y M O0 J0 sil K A K0 I0 J0 I M A G L0 I0 B Y0 D0l I L A0 V A ZH N0 E0 J0 I K A T0 U0 SH Y N A J0 L0 U B V0 I0 sil
zend-20110502-vew/wav/ru_0058,осенний ветер над катей sil лежащей в земле sil под крестом sil,sil A S0 E0 N0l I J0 V0 E0 T0 I R N A T K A0 T0 I J0 sil L0 I ZH A0 SH0 I J0 V Z0 I M L0 E0 sil P A T K R0 I S T O0 M sil
zend-20110507-fam/wav/ru_0082,покалывало грудь sil стучала кровь в виски sil но дышалось легко sil воздух был тонок и сух sil,sil P A K A0 L Y V A L A G R U0 T0 sil S T U TSH0 A0 L A K R O0 F0 V0l I S K0 I0 sil N O0 D Y SH A0 L A S0 L0 I KH K O0 sil V O0 Z D U GH B Y0 L T O0 N A K Y S U0 KH sil
zend-20110507-fam/wav/ru_0084,идти было необычайно легко sil хотя ноги sil и вязли по щиколотку в рассыпающей почве sil,sil I T0l I0 B Y0 L A N0 I A B Y TSH0 A0 J0 N A L0 I KH K O0 sil KH A T0 A0 N O0 G0 I sil I V0 A0 Z L0 I P A SH0 I0 K A L A T K U V R A Sl Y P A0 J0 U SH0 I J0 P O0 TSH0 V0 I sil
zend-20110507-fam/wav/ru_0085,из-под ног выбегали животные похожие на каменных ящериц sil ярко оранжевые sil с зубчатым хребтом sil,sil I S P A D N O0 K V Y0 B0 I G A L0 I ZH Y V O0 T N Y J0 I P A KH O0 ZH Y J0 I N A K A0 M0 I Nl Y KH J0 A0 SH0 I R0 I TS sil J0 A0 R K Al R A0 N ZH Y V Y J0 I sil Zl U P TSH0 A0 T Y M KH R0 I P T O0 M sil
zend-20110507-fam/wav/ru_0086,несколько раз в гуще лапчатой заросли sil скользили sil кидались в сторону sil какие-то щетинистые клубки sil,sil N0 E0 S K A L0 K A R A0 S V G U0 SH0 I L A0 P TSH0 I T A J0 Z A0 R A S L0 I sil S K A L0 Z0 I0 L0 I sil K0 I D A0 L0 I S0 F S T O0 R A N U sil K A K0 I0 J0 I T A SH0 I T0 I0 N0 I S T Y J0 I K L U P K0 I0 sil
zend-20110507-fam/wav/ru_0087,отсюда была видна холмистая равнина того же апельсинового sil но более тусклого цвета sil,sil A TS U0 D A B Y L A0 V0 I0 D N A KH A L M0 I0 S T A J0 A R A V N0 I0 N A T A V O0 ZH Y A P0 I L0 S0 I0 N A V A V A sil N O0 B O0 L0 I J0 I T U0 S K L A V A TS V0 E0 T A sil
zend-20110507-fam/wav/ru_0088,привычной хваткой расстегнул кобуру sil вытащил револьвер sil эй sil закричал он sil кто там у аппарат sil так вашу эдак sil,sil P R0 I V Y0 TSH0 N A J0 KH V A0 T K A J0 R A S0l T0 I G N U0 L K A B U R U0 sil V Y0 T A SH0 I L R0 I V A L0 V0 E0 R sil E0 J0 sil Z A K R0 I TSH0 A0 L O0 N sil K T O0 T A0 M U A Pl A R A0 T sil T A0 K V A0 SH U E0 D A K sil
